case_path	baseline_category	baseline_reason_unverified	owner_title	owner_url	local_status
_07_index_enhancement/_05_topn_limit_external_sort	A	same xasl_debug_dump '<reset:...>' marker missing pattern as _04_topn_prepare_stmt	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_10_plcsql/bug_fix/cbrd_25868	G	rows from a background PL/CSQL rollback/kill-mid-transaction case are NOT rolled back (extra rows 117-120 persist)	CS·CCI·접속 오류 TC 계열 — 유틸 접속·재시도·결과 정합성	https://github.com/xmilex-git/workspace/issues/227	recheck_required
_10_plcsql/cbrd_24731/cbrd_24871/cbrd_24871_plcsql	NEW		PL/CSQL·JavaSP·대기 TC 계열 — isolation·콜백·동시 접속	https://github.com/xmilex-git/workspace/issues/228	recheck_required
_10_plcsql/cbrd_24731/plcsql_owners_rights/cbrd_25072_func	I	expected 'There was an update on history table' trigger/DBMS_OUTPUT line missing from output (owners_rights function test)	PL/CSQL·JavaSP·대기 TC 계열 — isolation·콜백·동시 접속	https://github.com/xmilex-git/workspace/issues/228	recheck_required
_10_plcsql/cbrd_25668	H	cub_server crashes at startup in cubsocket::epoll::wait / cubconn::master::connector::run during css_init (2 separate core dumps)	코어·MERGE·클라이언트 kill TC 계열 — 종료 시그니처 판정	https://github.com/xmilex-git/workspace/issues/229	recheck_required
_10_plcsql/cbrd_25732	NEW		PL/CSQL·JavaSP·대기 TC 계열 — isolation·콜백·동시 접속	https://github.com/xmilex-git/workspace/issues/228	recheck_required
_10_plcsql/isolation_commit_rollback/_01_read_committed/test01	F	second concurrent csql session's SELECT never returns after first session commits via a stored procedure (READ COMMITTED visibility test)	PL/CSQL·JavaSP·대기 TC 계열 — isolation·콜백·동시 접속	https://github.com/xmilex-git/workspace/issues/228	recheck_required
_10_plcsql/isolation_commit_rollback/_01_read_committed/test02	F	same signature as test01: second session's SELECT after first session's stored-proc commit times out	PL/CSQL·JavaSP·대기 TC 계열 — isolation·콜백·동시 접속	https://github.com/xmilex-git/workspace/issues/228	recheck_required
_10_plcsql/isolation_commit_rollback/_01_read_committed/test03	F	same signature as test01: second session's SELECT after first session's stored-proc commit times out	PL/CSQL·JavaSP·대기 TC 계열 — isolation·콜백·동시 접속	https://github.com/xmilex-git/workspace/issues/228	recheck_required
_10_plcsql/isolation_commit_rollback/_01_read_committed/test04	F	same signature as test01: second session's SELECT after first session's stored-proc commit times out	PL/CSQL·JavaSP·대기 TC 계열 — isolation·콜백·동시 접속	https://github.com/xmilex-git/workspace/issues/228	recheck_required
_10_plcsql/isolation_commit_rollback/_01_read_committed/test05	F	same signature as test01: second session's SELECT after first session's stored-proc commit times out	PL/CSQL·JavaSP·대기 TC 계열 — isolation·콜백·동시 접속	https://github.com/xmilex-git/workspace/issues/228	recheck_required
_10_plcsql/isolation_commit_rollback/_01_read_committed/test08	F	same signature as test01: second session's SELECT after first session's stored-proc commit times out	PL/CSQL·JavaSP·대기 TC 계열 — isolation·콜백·동시 접속	https://github.com/xmilex-git/workspace/issues/228	recheck_required
_10_plcsql/isolation_commit_rollback/_01_read_committed/test10	F	same signature as test01: second session's SELECT after first session's stored-proc commit times out	PL/CSQL·JavaSP·대기 TC 계열 — isolation·콜백·동시 접속	https://github.com/xmilex-git/workspace/issues/228	recheck_required
_10_plcsql/isolation_commit_rollback/_01_read_committed/test13	F	same signature as test01: second session's SELECT after first session's stored-proc commit times out	PL/CSQL·JavaSP·대기 TC 계열 — isolation·콜백·동시 접속	https://github.com/xmilex-git/workspace/issues/228	recheck_required
_10_plcsql/isolation_commit_rollback/_01_read_committed/test14	F	same signature as test01: second session's SELECT after first session's stored-proc commit times out	PL/CSQL·JavaSP·대기 TC 계열 — isolation·콜백·동시 접속	https://github.com/xmilex-git/workspace/issues/228	recheck_required
_10_plcsql/isolation_commit_rollback/_01_read_committed/test15	F	same signature as test01: second session's SELECT after first session's stored-proc commit times out	PL/CSQL·JavaSP·대기 TC 계열 — isolation·콜백·동시 접속	https://github.com/xmilex-git/workspace/issues/228	recheck_required
_10_plcsql/isolation_commit_rollback/_01_read_committed/test17	F	same signature as test01: second session's SELECT after first session's stored-proc commit times out	PL/CSQL·JavaSP·대기 TC 계열 — isolation·콜백·동시 접속	https://github.com/xmilex-git/workspace/issues/228	recheck_required
_11_codecoverage/system_parameter/broker_file	A	TC counts `ps ux \	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_12_javasp/case_caution_01	I	recursive Java stored-procedure call sp_sum(16) does not produce expected sum 136 in csql output	PL/CSQL·JavaSP·대기 TC 계열 — isolation·콜백·동시 접속	https://github.com/xmilex-git/workspace/issues/228	recheck_required
_22_news_service_mysql_compatibility/_01_regular_expression/_01_basic_test_04	L	regexp POSIX collating-element test output truncated/diverges partway through a long batch of queries	미분류·신규 NOK TC 재판정 — 실제 diff로 담당 계열 확정	https://github.com/xmilex-git/workspace/issues/233	recheck_required
_23_mysql_compatibility/_01_config/param_ansi_quotes	L	with compat_mode=cubrid, an ansi_quotes-dependent quoted-identifier CREATE/DROP TABLE sequence produces 0 successful commands instead of 2 (	세션·설정 파일 TC 계열 — client-only 값·locale·설정 우선순위	https://github.com/xmilex-git/workspace/issues/226	recheck_required
_24_apricot/_08_I18N/_02_msg_lang/_03_api_01	G	localized (CUBRID_MSG_LANG=ko_KR/en_US) JDBC connect-failure message no longer matches expected 'host localhost' pattern in either language	CS·CCI·접속 오류 TC 계열 — 유틸 접속·재시도·결과 정합성	https://github.com/xmilex-git/workspace/issues/227	recheck_required
_26_apricot_qa/_04_i18/general/_00_issues/bug_bts_9098	E	SET SYSTEM PARAMETERS (intl_date_lang/intl_number_lang=en_US) not visible on a subsequent GET (session parameter not persisted)	세션·설정 파일 TC 계열 — client-only 값·locale·설정 우선순위	https://github.com/xmilex-git/workspace/issues/226	recheck_required
_28_features_844/issue_10676_caserror	A	broker sql_log files broker1_1.sql.log / broker1_1.slow.log missing, so JDBC connect-error audit trail (error codes -171/-165) is entirely a	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_28_features_844/issue_10986_eventlog/_01_eventlog_slowquery	A	slow-query server event log missing the 'sql: ...' line for a query that should be logged as a slow query	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_28_features_844/issue_10986_eventlog/_03_eventlog_tempvolume	A	EXTEND_VOLUME_INFO event-log entries (with client/sql/time/pages fields) missing from expand.txt	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_28_features_844/issue_11202_temp_volume_create	A	same EXTEND_VOLUME_INFO missing-entry pattern as _03_eventlog_tempvolume	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_29_features_920/issue_10952_set_names/_02_user_authorization	E	many SET SYSTEM PARAMETERS values (add_column_update_hard_default, block_ddl_statement, intl_date_lang, string_max_size_bytes, etc.) revert	세션·설정 파일 TC 계열 — client-only 값·locale·설정 우선순위	https://github.com/xmilex-git/workspace/issues/226	recheck_required
_29_features_920/issue_10952_set_names/_03_session_persistence	A	broker status 'OFF' appl-server count polling never converges from 2 to 1 (CAS on/off status semantics no longer apply); very long runtime (	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_30_banana_qa/issue_10929_load_config_file/_01_normal_test	L	cubrid.conf precedence tests (only db-conf, only local conf, CUBRID_CONF_FILE variants) now connect successfully where the TC expects them t	세션·설정 파일 TC 계열 — client-only 값·locale·설정 우선순위	https://github.com/xmilex-git/workspace/issues/226	recheck_required
_30_banana_qa/issue_13845_kill/_01_test_by_cci	H	cub_server core dump in cubconn::master::connector::execute / cubsocket::epoll::wait during kill/timeout scenario	코어·MERGE·클라이언트 kill TC 계열 — 종료 시그니처 판정	https://github.com/xmilex-git/workspace/issues/229	recheck_required
_30_banana_qa/issue_14036_show_job_queue/_03_killtran	A	test.sh loops killtran using awk-parsed column 1 of 'cubrid tranlist' output to find ACTIVE tran index; loop never terminates, causing a 20-	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_30_banana_qa/issue_14038_show_threads/_01_basic	A	hardcoded 'show threads' total/worker thread counts off by a fixed delta (218 vs expected 217, 205 vs expected 204) due to new server-side w	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_30_banana_qa/issue_14038_show_threads/_02_extend_01	UNEXECUTED	was unexecuted (node hang) in prior run	미분류·신규 NOK TC 재판정 — 실제 diff로 담당 계열 확정	https://github.com/xmilex-git/workspace/issues/233	recheck_required
_30_banana_qa/issue_14038_show_threads/_02_extend_03	A	same show-threads hardcoded thread-count family as _01_basic (multiple NOK cases at start of run)	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_30_banana_qa/issue_14039_show_tran_tables/_02_extend_01	A	same Client_program='driver_session' vs 'csql' mismatch as _01_basic	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_30_banana_qa/issue_14187_timezone_compatibility/01_server_db_compatibility	C	expected client-side message 'Incompatible timezone data: csql has different checksum from server' no longer appears in csql.log/csql.err	csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_32_features_930/issue_12505_show_volume_header/_03_syntax_check	NEW		loaddb·쿼리 결과·관리 유틸 TC 계열 — serial·덤프·시맨틱 정합성	https://github.com/xmilex-git/workspace/issues/230	recheck_required
_32_features_930/issue_12508_show_slotted_page/_01_show_slotted_page_header/_02_basic_check	C	expected SQL error text ('Cannot find the page...', 'Argument page is missing') is printed to stdout but not captured into csql.err, which t	csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_32_features_930/issue_12508_show_slotted_page/_02_show_slotted_page_slots/_02_basic_check	NEW		loaddb·쿼리 결과·관리 유틸 TC 계열 — serial·덤프·시맨틱 정합성	https://github.com/xmilex-git/workspace/issues/230	recheck_required
_33_mvcc_issues/_15_1h/bug_bts_16695	NEW		미분류·신규 NOK TC 재판정 — 실제 diff로 담당 계열 확정	https://github.com/xmilex-git/workspace/issues/233	recheck_required
_35_cherry/cbrd_22705_online_index_parallel/_03_check_index_filter	NEW		미분류·신규 NOK TC 재판정 — 실제 diff로 담당 계열 확정	https://github.com/xmilex-git/workspace/issues/233	recheck_required
_35_cherry/cbrd_22705_online_index_parallel/_03_check_index_normal	A	test explicitly sets broker MIN_NUM_APPL_SERVER/MAX_NUM_APPL_SERVER=100 to control CAS concurrency for an online-index race test; java clien	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_35_cherry/issue_21654_server_side_loaddb/bigdata_alltype_test	G	csql fails with 'ERROR: server connection error' immediately after a large cubrid loaddb (16384 objects) into two different databases	CS·CCI·접속 오류 TC 계열 — 유틸 접속·재시도·결과 정합성	https://github.com/xmilex-git/workspace/issues/227	recheck_required
_35_cherry/issue_21654_server_side_loaddb/loaddb_CS/_01_utility/_17_loaddb/itrack_10009	NEW		loaddb·쿼리 결과·관리 유틸 TC 계열 — serial·덤프·시맨틱 정합성	https://github.com/xmilex-git/workspace/issues/230	recheck_required
_35_cherry/issue_21654_server_side_loaddb/loaddb_CS/_06_issues/_11_2h/bug_bts_5784	A	prepare-error message's trailing '[CAS INFO-127.0.0.1:13091,1,N]' connection-slot id differs from the recorded answer (2 vs 1); rest of the	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_35_cherry/issue_22015_QEWC/big_data_1	A	QEWC (Query Executed With Commit) check greps server .err log for 'stran_server_auto_commit_or_abort: transaction committed.' after each JDB	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_35_cherry/issue_22015_QEWC/big_data_2	A	same missing 'stran_server_auto_commit_or_abort: transaction committed.' log message as big_data_1	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_35_cherry/issue_22015_QEWC/cci_api	A	same missing 'stran_server_auto_commit_or_abort: transaction committed.' log lines drive multiple Test Fail entries across execute/prepare_a	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_35_cherry/issue_22015_QEWC/cci_ds	A	same missing autocommit-notice log lines as cci_api (27 occurrences of the marker string found only on the expected/answer side)	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_35_cherry/issue_22015_QEWC/cci_holdability	A	same missing autocommit-notice log lines pattern (12 occurrences on expected side)	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_35_cherry/issue_22015_QEWC/error_test_1	A	checkQEWC(true, sql) fails for a select-after-error case; underlying cause is the same missing commit-notice log marker (0 occurrences anywh	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_35_cherry/issue_22015_QEWC/error_test_2	A	same QEWC commit-notice-log-missing family as error_test_1	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_35_cherry/issue_22015_QEWC/holdability_1	A	same QEWC commit-notice-log-missing family	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_35_cherry/issue_22015_QEWC/holdability_2	A	same QEWC commit-notice-log-missing family	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_35_cherry/issue_22015_QEWC/jdbc_api	NEW		미분류·신규 NOK TC 재판정 — 실제 diff로 담당 계열 확정	https://github.com/xmilex-git/workspace/issues/233	recheck_required
_35_cherry/issue_22015_QEWC/jdbc_dbcp	A	same QEWC commit-notice-log-missing family (DBCP pooled connections)	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_35_cherry/issue_22015_QEWC/multi_queries_1	NEW		미분류·신규 NOK TC 재판정 — 실제 diff로 담당 계열 확정	https://github.com/xmilex-git/workspace/issues/233	recheck_required
_35_cherry/issue_22015_QEWC/operation_type	A	same QEWC commit-notice-log-missing family, 18 occurrences of the marker found only on the expected side across many cases	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_36_damson/cbrd_23726/csqltest	A	ddl_audit log format changed ('elapsed time N.NNN auto_commit' lines missing, replaced by bare 'auto_commit <STATEMENT>' lines) and one file	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_37_elderberry/apis_869_jdbc_property	A	test greps the per-CAS broker sql log (broker1_1.sql.log) for each JDBC URL property; the file no longer exists, so every property check fai	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_37_elderberry/cbrd_23845_synonym/cbrd_24335	L	expected SQL/DDL trail log for synonym statements is completely empty (0 lines vs 19 expected)	운영 호환 구현 잔여 — 로그·동적 제어·접속 종류·query replace	https://github.com/xmilex-git/workspace/issues/222	recheck_required
_37_elderberry/cbrd_23846_javasp/cbrd_23846_CS	I	nested stored-procedure recursion depth error message has different repetition count of 'Stored procedure execute error:' prefix	PL/CSQL·JavaSP·대기 TC 계열 — isolation·콜백·동시 접속	https://github.com/xmilex-git/workspace/issues/228	recheck_required
_38_fig/cbrd_24396	E	ignore-index hint with two named indexes does not raise expected Semantic: error	loaddb·쿼리 결과·관리 유틸 TC 계열 — serial·덤프·시맨틱 정합성	https://github.com/xmilex-git/workspace/issues/230	recheck_required
_38_fig/cbrd_24416	A	broker sql_log/error_log directories no longer exist	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_38_fig/cbrd_24563/_01_basic_test_04	C	csql regexp character-class compile-error message has an extra trailing quote/space	csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_38_fig/cbrd_24563/cbrd_24563	E	invalid regexp_engine system-parameter value is not rejected at startup	세션·설정 파일 TC 계열 — client-only 값·locale·설정 우선순위	https://github.com/xmilex-git/workspace/issues/226	recheck_required
_39_fig_cake/cbrd_24438	A	broker password-masked SQL/slow log completely absent	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_39_fig_cake/cbrd_25295	A	test greps `ps` for a cub_cas process name that no longer exists	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_39_fig_cake/cbrd_25452	L	admin dump utilities (vacuumdb --dump, plandump) did not create expected tmp dump files under $CUBRID/tmp	csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_40_guava/cbrd_26401/26401_01	D	JDBC shard client fails to connect and throws NullPointerException instead of completing	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_40_guava/cbrd_26410	L	expected SLOW_QUERY log block and query-plan/statistics terms missing from server .err/.event logs	운영 호환 구현 잔여 — 로그·동적 제어·접속 종류·query replace	https://github.com/xmilex-git/workspace/issues/222	recheck_required
